fonte,produto,ano,cidade,preco_padrao,unidade_padrao,fonte_conversao,descricao
municipal,lampada_led,2022,Serra,5.85,unidade,unitario,"Lâmpada led 10W bivolt branca, formato tradicional (baseE27) - Luz branca."
municipal,tinta_latex,2022,Serra,21.87,litro,heuristica,"PINTURA COM TINTA LÁTEX PVA, MARCAS DE REFERÊNCIA SUVINIL, CORAL OU METALATEX, INCLUSIVE SELADOR, EM PAREDES E FORROS, A"
municipal,areia,2022,Linhares,56.9531,m3,unitario,"ALVENARIA DE VEDACAO E REVEST REBOCO DER-ES 120303 REBOCO TIPO PAULISTA DE ARGAMSSA DE CIMENTO, CAL HIDRATADA CH1 E AREI"
municipal,sabao_barra,2022,Cariacica,22.5,kg,descricao,"Sabão em barra 200 gramas   neutro,embalagem deverá constar a data da fabricação, de validade do produto, o número do l"
municipal,cola_branca,2022,Santa Maria de Jetibá,1.44,unidade,unitario,"COLA BRANCA LAVAVEL, ATOXICA EMBALAGEM COM NO MINIMO 90 GRAMAS"
municipal,caneta_esferografica,2022,Santa Maria de Jetibá,0.55,unidade,unitario,"CANETA ESFEROGRAFICA AZUL 0,7MM ESCRITA FINA   FABRICADA EM RESINAS TERMOPLASTICAS; ESFERA DE TUNGSTENIO; TAMPA E TAMPIN"
municipal,seringa,2022,Barra de São Francisco,0.15,unidade,unitario,"Seringa descartável de 1ml (sem rosca): seringa descartável de 1ml, estéril, graduada com gravação a cada 0,01ml e desta"
municipal,desinfetante,2022,Santa Maria de Jetibá,2.89,litro,heuristica,DESINFETANTE CATEGORIA BASICA RESTRITA AO USO PURO; PRINCIPIO ATIVO CLORETO ALQUIL BENZIL AMONIO; COMPOSICAO BASICA: MON
municipal,gas_glp,2022,Marataízes,93.5,botijao_13kg,unitario,"RECARGA DE GAS BUTANO 13 KG Recarga de Gás Butano 13 KG GLP- composição básica butano e propano, capacidade da botija 13"
municipal,disjuntor,2022,Linhares,72.52,unidade,unitario,"INSTALACOES  ELETRICAS DISJUNTOR Mini-Disjuntor bipolar 16 A, curva C - 5KA 220/127VCA (NBR IEC 60947-2), Ref. Siemens, "
municipal,abobora,2022,São Mateus,6.2,kg,unidade_declarada,ABÓBORA CP CAMPESINA-REGIÃO 5
municipal,chuchu,2022,São Mateus,3.1,kg,unidade_declarada,"CHUCHU O produto deverá apresentar odor agradável, consistência firme, não deverá apresentar perfurações, machucados, co"
municipal,abobora,2022,Guarapari,5.3,kg,unidade_declarada,"ABÓBORA MADURA TIPO JACARÉ COM CASCA SEM BRILHO E FIRME, DE TAMANHO GRANDE, UNIFORME, SEM FERIMENTOS OU DEFEITOS, TURGES"
